Timestamp,Date,Time_of_Day_Hour,Day_of_Week,Month,Is_Weekend,Students_Present,Ambient_Temperature_C,HVAC_Load_kW,Lighting_Load_kW,Computer_Load_kW,Lab_Equipment_Load_kW,Energy_Usage_kWh
2024-01-02 07:00,2024-01-02,7,1,1,0,2,12.12,49.22,58.44,0.0,0,64.94
2024-01-02 08:00,2024-01-02,8,1,1,0,506,12.93,70.77,96.05,58.04,0,143.37
2024-01-02 09:00,2024-01-02,9,1,1,0,334,15.64,39.73,73.57,42.57,0,95.46
2024-01-02 10:00,2024-01-02,10,1,1,0,220,15.59,34.11,68.83,29.97,40,102.7
2024-01-02 11:00,2024-01-02,11,1,1,0,528,16.7,47.33,90.03,66.07,60,150.64
2024-01-02 12:00,2024-01-02,12,1,1,0,366,13.6,59.34,90.7,42.41,0,115.38
2024-01-02 13:00,2024-01-02,13,1,1,0,473,15.98,56.53,85.21,63.78,0,129.38
2024-01-02 14:00,2024-01-02,14,1,1,0,587,18.78,39.81,100.46,72.94,80,163.96
2024-01-02 15:00,2024-01-02,15,1,1,0,288,14.63,47.58,77.61,36.41,0,98.62
2024-01-02 16:00,2024-01-02,16,1,1,0,515,15.81,54.99,87.11,62.6,80,168.44
2024-01-02 17:00,2024-01-02,17,1,1,0,213,15.07,43.0,84.31,22.6,0,88.6
2024-01-02 18:00,2024-01-02,18,1,1,0,48,14.37,38.72,63.73,11.54,0,69.06
2024-01-02 19:00,2024-01-02,19,1,1,0,129,12.55,51.94,69.44,12.66,0,78.39
2024-01-02 20:00,2024-01-02,20,1,1,0,92,12.42,56.09,67.8,19.81,0,93.03
2024-01-02 21:00,2024-01-02,21,1,1,0,169,12.0,61.15,21.83,16.68,0,75.12
2024-01-02 22:00,2024-01-02,22,1,1,0,19,11.43,53.8,13.61,3.95,0,55.11
2024-01-02 23:00,2024-01-02,23,1,1,0,27,8.5,73.71,27.14,3.67,0,85.36
2024-01-03 00:00,2024-01-03,0,2,1,0,6,7.51,74.25,1.27,0.18,0,61.18
2024-01-03 01:00,2024-01-03,1,2,1,0,7,7.84,74.58,13.07,4.27,0,68.39
2024-01-03 02:00,2024-01-03,2,2,1,0,34,10.07,58.64,17.2,8.13,0,67.14
2024-01-03 03:00,2024-01-03,3,2,1,0,13,11.84,49.44,6.29,4.28,0,44.33
2024-01-03 04:00,2024-01-03,4,2,1,0,16,9.92,59.15,0.0,0.0,0,54.61
2024-01-03 05:00,2024-01-03,5,2,1,0,35,13.68,42.96,24.15,0.0,0,48.96
2024-01-03 06:00,2024-01-03,6,2,1,0,39,12.32,50.38,61.17,0.0,0,66.87
2024-01-03 07:00,2024-01-03,7,2,1,0,3,13.11,45.56,55.59,0.0,0,65.41
2024-01-03 08:00,2024-01-03,8,2,1,0,201,13.32,58.6,77.12,35.32,0,105.04
2024-01-03 09:00,2024-01-03,9,2,1,0,589,12.37,77.5,101.99,72.25,0,158.93
2024-01-03 10:00,2024-01-03,10,2,1,0,253,16.01,40.08,81.45,41.64,0,100.99
2024-01-03 11:00,2024-01-03,11,2,1,0,305,18.54,31.37,72.68,37.37,0,83.31
2024-01-03 12:00,2024-01-03,12,2,1,0,459,15.98,55.8,94.54,57.29,60,160.19
2024-01-03 13:00,2024-01-03,13,2,1,0,509,13.19,69.89,90.12,65.63,100,193.08
2024-01-03 14:00,2024-01-03,14,2,1,0,390,16.84,48.28,92.21,46.54,80,156.88
2024-01-03 15:00,2024-01-03,15,2,1,0,601,12.76,72.49,99.48,75.11,60,183.85
2024-01-03 16:00,2024-01-03,16,2,1,0,417,12.76,63.31,86.67,42.81,60,149.85
2024-01-03 17:00,2024-01-03,17,2,1,0,243,13.49,51.67,74.99,25.46,40,114.07
2024-01-03 18:00,2024-01-03,18,2,1,0,53,13.26,44.94,63.21,0.0,0,68.69
2024-01-03 19:00,2024-01-03,19,2,1,0,134,10.78,59.09,65.53,20.12,0,93.26
2024-01-03 20:00,2024-01-03,20,2,1,0,87,11.16,59.1,61.08,3.89,0,82.28
2024-01-03 21:00,2024-01-03,21,2,1,0,54,12.02,53.33,18.55,13.7,0,62.54
2024-01-03 22:00,2024-01-03,22,2,1,0,7,11.75,55.59,9.76,2.64,0,59.69
2024-01-03 23:00,2024-01-03,23,2,1,0,13,12.05,45.07,0.0,6.4,0,43.55
2024-01-04 00:00,2024-01-04,0,3,1,0,22,12.94,43.48,25.36,0.0,0,49.43
2024-01-04 01:00,2024-01-04,1,3,1,0,39,11.39,57.27,20.57,0.0,0,62.31
2024-01-04 02:00,2024-01-04,2,3,1,0,20,10.15,60.72,8.13,0.72,0,52.9
2024-01-04 03:00,2024-01-04,3,3,1,0,15,12.24,49.63,8.33,7.17,0,45.78
2024-01-04 04:00,2024-01-04,4,3,1,0,17,12.27,53.23,8.71,12.67,0,55.32
2024-01-04 05:00,2024-01-04,5,3,1,0,23,13.05,42.78,20.09,5.37,0,47.22
2024-01-04 06:00,2024-01-04,6,3,1,0,25,13.34,42.27,61.75,0.0,0,62.94
2024-01-04 07:00,2024-01-04,7,3,1,0,24,12.48,46.17,65.05,0.0,0,71.96
2024-01-04 08:00,2024-01-04,8,3,1,0,451,13.03,59.63,83.59,48.07,0,124.69
2024-01-04 09:00,2024-01-04,9,3,1,0,387,15.05,53.01,79.04,46.98,60,142.24
2024-01-04 10:00,2024-01-04,10,3,1,0,579,15.89,55.7,93.77,69.88,0,137.23
2024-01-04 11:00,2024-01-04,11,3,1,0,240,14.95,44.13,75.92,28.86,0,90.06
2024-01-04 12:00,2024-01-04,12,3,1,0,356,16.71,40.14,89.59,38.45,20,114.83
2024-01-04 13:00,2024-01-04,13,3,1,0,214,19.09,24.37,73.36,20.47,60,103.06
2024-01-04 14:00,2024-01-04,14,3,1,0,500,13.05,65.43,98.77,62.01,40,163.43
2024-01-04 15:00,2024-01-04,15,3,1,0,264,16.07,42.5,78.31,34.91,60,126.83
2024-01-04 16:00,2024-01-04,16,3,1,0,544,14.47,64.14,91.66,61.03,20,148.65
2024-01-04 17:00,2024-01-04,17,3,1,0,526,14.52,60.79,96.96,67.11,40,156.75
2024-01-04 18:00,2024-01-04,18,3,1,0,48,12.43,48.98,61.98,10.64,0,74.07
2024-01-04 19:00,2024-01-04,19,3,1,0,127,12.08,56.02,68.82,3.98,0,85.24
2024-01-04 20:00,2024-01-04,20,3,1,0,168,11.77,58.82,64.99,28.56,0,93.0
2024-01-04 21:00,2024-01-04,21,3,1,0,175,10.5,69.57,13.97,25.05,0,87.4
2024-01-04 22:00,2024-01-04,22,3,1,0,23,8.19,71.07,22.21,7.61,0,79.08
2024-01-04 23:00,2024-01-04,23,3,1,0,10,9.82,64.65,9.41,0.0,0,60.62
2024-01-05 00:00,2024-01-05,0,4,1,0,16,7.95,72.82,12.78,5.9,0,74.03
2024-01-05 01:00,2024-01-05,1,4,1,0,7,11.15,50.62,1.76,5.37,0,49.84
2024-01-05 02:00,2024-01-05,2,4,1,0,34,7.68,71.49,25.85,0.93,0,73.02
2024-01-05 03:00,2024-01-05,3,4,1,0,34,12.49,48.97,25.26,8.08,0,59.64
2024-01-05 04:00,2024-01-05,4,4,1,0,32,12.22,52.98,18.04,3.25,0,54.85
2024-01-05 05:00,2024-01-05,5,4,1,0,4,12.95,51.22,10.55,0.0,0,47.76
2024-01-05 06:00,2024-01-05,6,4,1,0,38,9.83,61.15,66.12,3.69,0,84.81
2024-01-05 07:00,2024-01-05,7,4,1,0,27,13.36,44.61,66.23,4.16,0,71.24
2024-01-05 08:00,2024-01-05,8,4,1,0,334,16.3,46.32,89.22,39.59,0,114.4
2024-01-05 09:00,2024-01-05,9,4,1,0,400,14.42,56.19,89.02,45.27,100,168.67
2024-01-05 10:00,2024-01-05,10,4,1,0,527,14.05,69.01,83.88,66.83,0,138.57
2024-01-05 11:00,2024-01-05,11,4,1,0,467,15.01,52.46,90.03,60.28,80,167.18
2024-01-05 12:00,2024-01-05,12,4,1,0,617,15.97,60.66,91.7,76.67,20,153.98
2024-01-05 13:00,2024-01-05,13,4,1,0,232,14.69,49.26,74.88,20.47,20,100.16
2024-01-05 14:00,2024-01-05,14,4,1,0,247,17.52,37.26,75.57,27.48,60,113.87
2024-01-05 15:00,2024-01-05,15,4,1,0,606,15.1,62.66,94.96,70.36,0,143.98
2024-01-05 16:00,2024-01-05,16,4,1,0,261,13.74,56.02,71.95,40.78,0,107.04
2024-01-05 17:00,2024-01-05,17,4,1,0,415,11.9,68.91,83.42,51.67,20,141.04
2024-01-05 18:00,2024-01-05,18,4,1,0,76,13.8,42.1,63.33,7.95,0,67.7
2024-01-05 19:00,2024-01-05,19,4,1,0,138,12.99,48.58,67.97,14.19,0,87.71
2024-01-05 20:00,2024-01-05,20,4,1,0,143,10.38,60.38,69.22,16.98,0,90.51
2024-01-05 21:00,2024-01-05,21,4,1,0,74,7.6,74.09,22.34,12.87,0,78.56
2024-01-05 22:00,2024-01-05,22,4,1,0,0,11.09,55.48,3.75,0.0,0,54.39
2024-01-05 23:00,2024-01-05,23,4,1,0,34,9.89,61.49,25.12,5.34,0,72.03
2024-01-06 00:00,2024-01-06,0,5,1,1,36,10.58,59.36,19.85,1.91,0,63.86
2024-01-06 01:00,2024-01-06,1,5,1,1,13,13.11,48.75,8.7,3.75,0,45.38
2024-01-06 02:00,2024-01-06,2,5,1,1,2,10.43,56.39,3.78,4.24,0,53.29
2024-01-06 03:00,2024-01-06,3,5,1,1,0,10.18,66.12,15.97,0.0,0,60.18
2024-01-06 04:00,2024-01-06,4,5,1,1,4,9.85,63.2,6.87,0.0,0,65.96
2024-01-06 05:00,2024-01-06,5,5,1,1,25,11.83,51.41,26.54,1.55,0,59.32
2024-01-06 06:00,2024-01-06,6,5,1,1,13,13.31,43.39,2.22,8.04,0,46.07
2024-01-06 07:00,2024-01-06,7,5,1,1,38,13.93,39.08,18.21,8.86,0,47.0
2024-01-06 08:00,2024-01-06,8,5,1,1,26,17.16,25.32,18.99,1.31,0,39.96
2024-01-06 09:00,2024-01-06,9,5,1,1,8,15.94,24.18,14.89,0.0,0,29.19
2024-01-06 10:00,2024-01-06,10,5,1,1,14,15.47,37.06,4.15,0.0,0,34.43
2024-01-06 11:00,2024-01-06,11,5,1,1,14,14.91,27.65,1.71,0.0,0,29.42
2024-01-06 12:00,2024-01-06,12,5,1,1,25,16.47,28.93,25.2,7.0,0,44.21
2024-01-06 13:00,2024-01-06,13,5,1,1,12,14.61,34.07,5.24,6.31,0,43.23
2024-01-06 14:00,2024-01-06,14,5,1,1,31,15.94,29.63,19.13,1.88,0,43.31
2024-01-06 15:00,2024-01-06,15,5,1,1,38,15.92,30.44,17.56,2.17,0,42.51
2024-01-06 16:00,2024-01-06,16,5,1,1,31,14.25,45.96,21.96,0.32,0,50.14
2024-01-06 17:00,2024-01-06,17,5,1,1,3,12.9,42.33,9.25,0.0,0,40.59
2024-01-06 18:00,2024-01-06,18,5,1,1,29,9.79,65.13,23.15,0.0,0,65.18
2024-01-06 19:00,2024-01-06,19,5,1,1,36,14.01,45.09,18.08,3.65,0,50.75
2024-01-06 20:00,2024-01-06,20,5,1,1,22,12.18,43.1,16.05,6.64,0,43.25
2024-01-06 21:00,2024-01-06,21,5,1,1,38,11.59,51.96,3.92,8.09,0,56.56
2024-01-06 22:00,2024-01-06,22,5,1,1,14,8.13,74.45,1.22,0.0,0,62.67
2024-01-06 23:00,2024-01-06,23,5,1,1,28,12.24,46.15,18.51,4.21,0,48.54
2024-01-07 00:00,2024-01-07,0,6,1,1,35,9.37,68.36,19.76,7.54,0,70.39
2024-01-07 01:00,2024-01-07,1,6,1,1,12,9.74,61.8,3.92,0.0,0,52.58
2024-01-07 02:00,2024-01-07,2,6,1,1,31,8.87,66.9,31.2,4.52,0,75.84
2024-01-07 03:00,2024-01-07,3,6,1,1,6,8.27,69.14,6.97,6.81,0,62.54
2024-01-07 04:00,2024-01-07,4,6,1,1,21,13.31,45.45,15.05,1.36,0,50.34
2024-01-07 05:00,2024-01-07,5,6,1,1,27,14.23,37.23,22.62,0.0,0,47.96
2024-01-07 06:00,2024-01-07,6,6,1,1,1,12.82,45.16,6.57,0.0,0,42.16
2024-01-07 07:00,2024-01-07,7,6,1,1,5,12.83,47.19,0.8,2.17,0,41.82
2024-01-07 08:00,2024-01-07,8,6,1,1,27,14.01,41.73,21.16,3.86,0,46.95
2024-01-07 09:00,2024-01-07,9,6,1,1,27,14.67,38.94,22.12,4.26,0,44.38
2024-01-07 10:00,2024-01-07,10,6,1,1,19,13.87,39.37,9.1,4.78,0,41.26
2024-01-07 11:00,2024-01-07,11,6,1,1,29,15.53,35.59,12.9,0.0,0,40.28
2024-01-07 12:00,2024-01-07,12,6,1,1,10,16.3,29.34,7.59,0.0,0,27.86
2024-01-07 13:00,2024-01-07,13,6,1,1,27,17.5,19.0,25.64,5.44,0,31.51
2024-01-07 14:00,2024-01-07,14,6,1,1,24,15.69,31.06,27.55,6.63,0,44.53
2024-01-07 15:00,2024-01-07,15,6,1,1,38,12.83,44.92,15.1,3.39,0,50.0
2024-01-07 16:00,2024-01-07,16,6,1,1,32,15.1,33.25,19.42,0.0,0,32.97
2024-01-07 17:00,2024-01-07,17,6,1,1,0,13.46,41.27,4.8,1.7,0,42.35
2024-01-07 18:00,2024-01-07,18,6,1,1,26,15.13,37.39,22.7,3.46,0,50.05
2024-01-07 19:00,2024-01-07,19,6,1,1,12,14.44,36.47,4.34,0.0,0,34.79
2024-01-07 20:00,2024-01-07,20,6,1,1,2,13.77,41.92,2.14,0.0,0,34.29
2024-01-07 21:00,2024-01-07,21,6,1,1,38,10.11,61.39,20.87,7.53,0,64.33
2024-01-07 22:00,2024-01-07,22,6,1,1,5,13.46,40.59,3.65,0.0,0,36.8
2024-01-07 23:00,2024-01-07,23,6,1,1,7,10.7,55.79,7.25,1.8,0,57.02
2024-01-08 00:00,2024-01-08,0,0,1,0,26,12.51,51.24,16.76,3.95,0,51.9
2024-01-08 01:00,2024-01-08,1,0,1,0,8,9.42,63.72,0.91,0.0,0,55.67
2024-01-08 02:00,2024-01-08,2,0,1,0,36,10.03,63.16,25.26,6.52,0,74.42
2024-01-08 03:00,2024-01-08,3,0,1,0,32,11.36,58.49,29.09,0.0,0,65.51
2024-01-08 04:00,2024-01-08,4,0,1,0,23,11.8,53.37,27.29,0.0,0,60.35
2024-01-08 05:00,2024-01-08,5,0,1,0,14,14.18,33.98,4.71,0.0,0,34.46
2024-01-08 06:00,2024-01-08,6,0,1,0,31,12.72,48.64,66.13,3.8,0,75.99
2024-01-08 07:00,2024-01-08,7,0,1,0,31,15.6,31.58,59.16,11.79,0,60.23
2024-01-08 08:00,2024-01-08,8,0,1,0,432,15.67,57.02,88.62,53.37,0,129.24
2024-01-08 09:00,2024-01-08,9,0,1,0,379,14.87,54.34,80.99,55.56,0,122.37
2024-01-08 10:00,2024-01-08,10,0,1,0,312,16.65,39.36,84.23,45.64,20,110.41
2024-01-08 11:00,2024-01-08,11,0,1,0,517,15.26,59.26,96.31,66.21,0,136.53
2024-01-08 12:00,2024-01-08,12,0,1,0,641,19.6,41.86,107.75,86.76,80,180.16
2024-01-08 13:00,2024-01-08,13,0,1,0,251,11.97,56.58,74.53,38.2,0,102.39
2024-01-08 14:00,2024-01-08,14,0,1,0,467,16.68,50.74,95.05,63.37,20,136.37
2024-01-08 15:00,2024-01-08,15,0,1,0,494,12.55,68.83,92.43,51.38,80,172.82
2024-01-08 16:00,2024-01-08,16,0,1,0,585,14.23,70.11,96.3,70.82,80,187.97
2024-01-08 17:00,2024-01-08,17,0,1,0,586,13.72,68.07,97.41,68.65,40,170.67
2024-01-08 18:00,2024-01-08,18,0,1,0,152,15.33,44.68,76.15,24.56,0,87.79
2024-01-08 19:00,2024-01-08,19,0,1,0,140,11.26,61.44,68.09,15.69,0,92.71
2024-01-08 20:00,2024-01-08,20,0,1,0,152,13.53,52.29,69.03,27.47,0,91.54
2024-01-08 21:00,2024-01-08,21,0,1,0,120,9.18,68.16,11.74,15.28,0,79.33
2024-01-08 22:00,2024-01-08,22,0,1,0,1,12.49,48.66,4.41,0.0,0,44.59
2024-01-08 23:00,2024-01-08,23,0,1,0,1,9.46,57.57,6.06,0.0,0,49.22
2024-01-09 00:00,2024-01-09,0,1,1,0,27,10.18,59.97,16.95,2.4,0,63.71
2024-01-09 01:00,2024-01-09,1,1,1,0,22,9.67,58.21,15.97,4.05,0,61.88
2024-01-09 02:00,2024-01-09,2,1,1,0,36,12.4,46.23,12.6,4.1,0,52.33
2024-01-09 03:00,2024-01-09,3,1,1,0,31,12.58,45.86,17.66,1.49,0,47.16
2024-01-09 04:00,2024-01-09,4,1,1,0,32,12.24,52.26,25.68,1.91,0,54.75
2024-01-09 05:00,2024-01-09,5,1,1,0,0,10.57,56.71,0.0,9.11,0,53.9
2024-01-09 06:00,2024-01-09,6,1,1,0,18,12.0,50.93,64.26,12.2,0,76.59
2024-01-09 07:00,2024-01-09,7,1,1,0,1,12.31,47.97,63.58,0.0,0,67.79
2024-01-09 08:00,2024-01-09,8,1,1,0,252,11.2,68.87,85.32,35.26,0,121.74
2024-01-09 09:00,2024-01-09,9,1,1,0,371,17.09,41.69,86.98,41.52,20,114.12
2024-01-09 10:00,2024-01-09,10,1,1,0,417,15.18,54.09,89.48,49.69,0,123.51
2024-01-09 11:00,2024-01-09,11,1,1,0,359,15.46,47.56,83.56,38.75,0,108.68
2024-01-09 12:00,2024-01-09,12,1,1,0,397,18.32,40.17,84.43,53.96,0,103.68
2024-01-09 13:00,2024-01-09,13,1,1,0,615,15.26,65.76,101.25,78.11,40,169.63
2024-01-09 14:00,2024-01-09,14,1,1,0,446,14.41,58.42,92.44,58.27,0,124.65
2024-01-09 15:00,2024-01-09,15,1,1,0,523,14.86,58.09,92.87,68.81,40,156.71
2024-01-09 16:00,2024-01-09,16,1,1,0,638,12.87,70.25,104.43,74.18,0,157.42
2024-01-09 17:00,2024-01-09,17,1,1,0,402,14.36,54.15,96.27,47.85,20,135.33
2024-01-09 18:00,2024-01-09,18,1,1,0,162,12.51,48.43,70.25,22.16,0,88.38
2024-01-09 19:00,2024-01-09,19,1,1,0,184,11.53,58.11,71.72,20.92,0,91.76
2024-01-09 20:00,2024-01-09,20,1,1,0,77,10.68,61.22,64.37,9.82,0,85.13
2024-01-09 21:00,2024-01-09,21,1,1,0,63,10.79,58.81,20.53,3.76,0,58.21
2024-01-09 22:00,2024-01-09,22,1,1,0,4,10.6,64.15,9.89,7.14,0,63.5
2024-01-09 23:00,2024-01-09,23,1,1,0,33,9.39,63.46,20.35,8.75,0,76.56
2024-01-10 00:00,2024-01-10,0,2,1,0,5,9.53,61.23,5.76,6.8,0,58.97
2024-01-10 01:00,2024-01-10,1,2,1,0,21,10.05,63.91,19.0,5.88,0,67.15
2024-01-10 02:00,2024-01-10,2,2,1,0,10,10.2,53.68,6.96,0.0,0,51.18
2024-01-10 03:00,2024-01-10,3,2,1,0,15,11.0,51.25,2.99,0.0,0,49.01
2024-01-10 04:00,2024-01-10,4,2,1,0,32,10.56,60.67,15.1,0.43,0,60.84
2024-01-10 05:00,2024-01-10,5,2,1,0,8,13.8,40.78,6.79,0.0,0,42.59
2024-01-10 06:00,2024-01-10,6,2,1,0,5,13.22,43.61,68.23,5.9,0,66.88
2024-01-10 07:00,2024-01-10,7,2,1,0,15,13.09,42.43,59.76,0.0,0,61.41
2024-01-10 08:00,2024-01-10,8,2,1,0,548,15.09,60.56,89.56,64.53,0,132.15
2024-01-10 09:00,2024-01-10,9,2,1,0,458,15.08,53.31,95.85,54.4,20,135.11
2024-01-10 10:00,2024-01-10,10,2,1,0,347,13.07,60.88,81.54,36.14,60,141.19
2024-01-10 11:00,2024-01-10,11,2,1,0,451,16.48,44.94,91.53,56.53,0,121.43
2024-01-10 12:00,2024-01-10,12,2,1,0,642,14.54,66.38,96.59,77.31,0,150.74
2024-01-10 13:00,2024-01-10,13,2,1,0,619,17.37,57.79,98.13,81.74,0,140.05
2024-01-10 14:00,2024-01-10,14,2,1,0,602,15.31,59.96,102.65,72.72,0,142.54
2024-01-10 15:00,2024-01-10,15,2,1,0,545,16.36,52.96,94.06,69.37,20,143.46
2024-01-10 16:00,2024-01-10,16,2,1,0,346,13.63,57.21,81.87,43.16,0,115.72
2024-01-10 17:00,2024-01-10,17,2,1,0,347,13.95,56.79,75.4,30.3,0,108.09
2024-01-10 18:00,2024-01-10,18,2,1,0,135,14.89,43.19,71.46,9.44,0,75.25
2024-01-10 19:00,2024-01-10,19,2,1,0,91,11.89,55.52,62.46,13.12,0,81.17
2024-01-10 20:00,2024-01-10,20,2,1,0,167,10.69,65.1,74.76,22.24,0,99.94
2024-01-10 21:00,2024-01-10,21,2,1,0,78,11.93,53.41,20.81,9.26,0,64.43
2024-01-10 22:00,2024-01-10,22,2,1,0,17,11.43,53.94,6.16,8.74,0,54.44
2024-01-10 23:00,2024-01-10,23,2,1,0,39,9.35,64.41,23.09,7.35,0,68.58
2024-01-11 00:00,2024-01-11,0,3,1,0,0,7.09,69.11,6.5,7.85,0,63.26
2024-01-11 01:00,2024-01-11,1,3,1,0,10,9.26,72.05,11.87,0.0,0,66.32
2024-01-11 02:00,2024-01-11,2,3,1,0,27,11.49,55.98,26.24,11.99,0,65.25
2024-01-11 03:00,2024-01-11,3,3,1,0,24,9.79,59.22,15.13,0.0,0,63.65
2024-01-11 04:00,2024-01-11,4,3,1,0,22,11.56,53.91,19.32,2.83,0,58.36
2024-01-11 05:00,2024-01-11,5,3,1,0,30,11.31,50.8,23.35,9.63,0,58.36
2024-01-11 06:00,2024-01-11,6,3,1,0,29,10.17,59.01,58.01,0.0,0,75.62
2024-01-11 07:00,2024-01-11,7,3,1,0,34,12.84,42.92,55.82,2.92,0,69.35
2024-01-11 08:00,2024-01-11,8,3,1,0,462,15.58,53.27,85.39,61.91,0,125.92
2024-01-11 09:00,2024-01-11,9,3,1,0,451,11.64,67.87,87.29,52.42,60,165.42
2024-01-11 10:00,2024-01-11,10,3,1,0,343,16.05,46.75,64.85,46.78,20,111.77
2024-01-11 11:00,2024-01-11,11,3,1,0,545,14.19,66.25,89.08,70.46,0,141.87
2024-01-11 12:00,2024-01-11,12,3,1,0,311,16.98,36.97,72.02,39.12,0,94.26
2024-01-11 13:00,2024-01-11,13,3,1,0,259,17.04,37.24,80.53,34.87,0,86.01
2024-01-11 14:00,2024-01-11,14,3,1,0,568,15.41,56.53,98.68,76.38,20,155.66
2024-01-11 15:00,2024-01-11,15,3,1,0,201,14.94,46.11,73.48,27.75,40,111.88
2024-01-11 16:00,2024-01-11,16,3,1,0,584,13.36,68.09,96.34,76.52,20,161.62
2024-01-11 17:00,2024-01-11,17,3,1,0,503,11.83,76.43,93.13,57.5,0,143.53
2024-01-11 18:00,2024-01-11,18,3,1,0,179,15.62,34.73,67.02,24.94,0,78.82
2024-01-11 19:00,2024-01-11,19,3,1,0,76,11.0,55.49,69.69,11.8,0,88.04
2024-01-11 20:00,2024-01-11,20,3,1,0,199,13.92,46.26,72.62,30.11,0,87.93
2024-01-11 21:00,2024-01-11,21,3,1,0,48,9.66,64.53,23.67,0.12,0,66.51
2024-01-11 22:00,2024-01-11,22,3,1,0,34,11.26,56.93,23.51,9.55,0,61.41
2024-01-11 23:00,2024-01-11,23,3,1,0,18,8.47,69.32,7.14,0.0,0,65.86
2024-01-12 00:00,2024-01-12,0,4,1,0,15,10.86,54.87,6.25,13.55,0,55.92
2024-01-12 01:00,2024-01-12,1,4,1,0,2,9.69,53.26,5.95,0.0,0,56.46
2024-01-12 02:00,2024-01-12,2,4,1,0,19,10.0,60.99,4.75,0.0,0,52.04
2024-01-12 03:00,2024-01-12,3,4,1,0,23,11.87,54.08,21.93,1.38,0,55.99
2024-01-12 04:00,2024-01-12,4,4,1,0,32,10.87,65.17,20.82,9.18,0,69.85
2024-01-12 05:00,2024-01-12,5,4,1,0,23,10.15,59.04,18.05,4.61,0,63.98
2024-01-12 06:00,2024-01-12,6,4,1,0,10,14.21,37.42,63.05,9.63,0,65.4
2024-01-12 07:00,2024-01-12,7,4,1,0,7,12.13,50.63,61.55,0.0,0,70.73
2024-01-12 08:00,2024-01-12,8,4,1,0,619,15.35,61.05,102.93,73.73,0,149.14
2024-01-12 09:00,2024-01-12,9,4,1,0,621,16.65,59.24,90.97,72.76,20,152.01
2024-01-12 10:00,2024-01-12,10,4,1,0,303,15.11,46.01,78.79,34.66,0,102.02
